Ambito,Area,Elemento,Producto,Año,Unidad,Valor
Totales de las emisiones,Guyana,Emisiones (CH4),Energía,2020,mil toneladas,0.446
Totales de las emisiones,Guyana,Emisiones (N2O),Energía,2020,mil toneladas,0.0781
Totales de las emisiones,Guyana,Emisiones (CO2),Energía,2020,mil toneladas,2190.0
Totales de las emisiones,Guyana,Emisiones (N2O),IPPU,2020,mil toneladas,0.0023
Totales de las emisiones,Guyana,Emisiones (CO2),IPPU,2020,mil toneladas,167.0
Totales de las emisiones,Guyana,Emisiones (CH4),Desechos,2020,mil toneladas,16.9
Totales de las emisiones,Guyana,Emisiones (N2O),Desechos,2020,mil toneladas,0.0421
Totales de las emisiones,Guyana,Emisiones (CO2),Desechos,2020,mil toneladas,0.127
Totales de las emisiones,Guyana,Emisiones (N2O),Otro,2020,mil toneladas,0.127
Totales de las emisiones,Paraguay,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,4.2072
Totales de las emisiones,Paraguay,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,25.2
Totales de las emisiones,Paraguay,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,3.9408
Totales de las emisiones,Paraguay,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.1022
Totales de las emisiones,Paraguay,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,796.8916
Totales de las emisiones,Paraguay,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,16.3439
Totales de las emisiones,Paraguay,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.4842
Totales de las emisiones,Paraguay,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,21.6213
Totales de las emisiones,Paraguay,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.8608
Totales de las emisiones,Paraguay,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,2.946
Totales de las emisiones,Paraguay,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-1880.2626
Totales de las emisiones,Paraguay,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,47847.7947
Totales de las emisiones,Paraguay,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,51.7122
Totales de las emisiones,Paraguay,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,4.7215
Totales de las emisiones,Paraguay,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CH4),Incendios forestales,2020,mil toneladas,10.3366
Totales de las emisiones,Paraguay,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.9438
Totales de las emisiones,Paraguay,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,7.9462
Totales de las emisiones,Paraguay,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.7255
Totales de las emisiones,Paraguay,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,59.3664
Totales de las emisiones,Paraguay,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.1743
Totales de las emisiones,Paraguay,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.4562
Totales de las emisiones,Paraguay,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,317.0
Totales de las emisiones,Paraguay,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0019
Totales de las emisiones,Paraguay,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0002
Totales de las emisiones,Paraguay,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,0.0521
Totales de las emisiones,Paraguay,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.0001
Totales de las emisiones,Paraguay,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,0.0687
Totales de las emisiones,Paraguay,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0004
Totales de las emisiones,Paraguay,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,0.0098
Totales de las emisiones,Paraguay,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0174
Totales de las emisiones,Paraguay,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0008
Totales de las emisiones,Paraguay,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,161.0909
Totales de las emisiones,Paraguay,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.1342
Totales de las emisiones,Paraguay,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0619
Totales de las emisiones,Paraguay,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,838.0564
Totales de las emisiones,Paraguay,Emisiones (CH4),Energía,2020,mil toneladas,57.2
Totales de las emisiones,Paraguay,Emisiones (N2O),Energía,2020,mil toneladas,0.584
Totales de las emisiones,Paraguay,Emisiones (CO2),Energía,2020,mil toneladas,5940.0
Totales de las emisiones,Paraguay,Emisiones (CH4),IPPU,2020,mil toneladas,0.0003
Totales de las emisiones,Paraguay,Emisiones (N2O),IPPU,2020,mil toneladas,0.0212
Totales de las emisiones,Paraguay,Emisiones (CO2),IPPU,2020,mil toneladas,609.0
Totales de las emisiones,Paraguay,Emisiones (CH4),Desechos,2020,mil toneladas,52.4
Totales de las emisiones,Paraguay,Emisiones (N2O),Desechos,2020,mil toneladas,0.306
Totales de las emisiones,Paraguay,Emisiones (CO2),Desechos,2020,mil toneladas,0.0
Totales de las emisiones,Paraguay,Emisiones (N2O),Otro,2020,mil toneladas,0.597
Totales de las emisiones,Perú,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,1.2812
Totales de las emisiones,Perú,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,98.2188
Totales de las emisiones,Perú,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,2.0655
Totales de las emisiones,Perú,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0536
Totales de las emisiones,Perú,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,595.8533
Totales de las emisiones,Perú,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,23.6933
Totales de las emisiones,Perú,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,1.3057
Totales de las emisiones,Perú,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,16.4477
Totales de las emisiones,Perú,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,2.6738
Totales de las emisiones,Perú,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,6.4932
Totales de las emisiones,Perú,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,101.9907
Totales de las emisiones,Perú,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.0162
Totales de las emisiones,Perú,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.0652
Totales de las emisiones,Perú,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.1056
Totales de las emisiones,Perú,Emisiones (CO2),On-farm energy use,2020,mil toneladas,329.3808
Totales de las emisiones,Perú,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-3246.9785
Totales de las emisiones,Perú,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,92892.6325
Totales de las emisiones,Perú,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,1.6735
Totales de las emisiones,Perú,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.1528
Totales de las emisiones,Perú,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Perú,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Perú,Emisiones (CH4),Incendios forestales,2020,mil toneladas,3.2188
Totales de las emisiones,Perú,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.2939
Totales de las emisiones,Perú,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,2.3835
Totales de las emisiones,Perú,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.2176
Totales de las emisiones,Perú,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,329.0335
Totales de las emisiones,Perú,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.9748
Totales de las emisiones,Perú,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,1.7406
Totales de las emisiones,Perú,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,0.2193
Totales de las emisiones,Perú,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Perú,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Perú,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,192.0
Totales de las emisiones,Perú,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0167
Totales de las emisiones,Perú,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0024
Totales de las emisiones,Perú,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,314.3986
Totales de las emisiones,Perú,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.0131
Totales de las emisiones,Perú,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0014
Totales de las emisiones,Perú,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,214.0882
Totales de las emisiones,Perú,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0611
Totales de las emisiones,Perú,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0044
Totales de las emisiones,Perú,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,575.9013
Totales de las emisiones,Perú,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.1658
Totales de las emisiones,Perú,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.006
Totales de las emisiones,Perú,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,2214.4498
Totales de las emisiones,Perú,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.65
Totales de las emisiones,Perú,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.149
Totales de las emisiones,Perú,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,2418.8531
Totales de las emisiones,Perú,Emisiones (CH4),Energía,2020,mil toneladas,355.0
Totales de las emisiones,Perú,Emisiones (N2O),Energía,2020,mil toneladas,1.23
Totales de las emisiones,Perú,Emisiones (CO2),Energía,2020,mil toneladas,41800.0
Totales de las emisiones,Perú,Emisiones (CH4),IPPU,2020,mil toneladas,0.0049
Totales de las emisiones,Perú,Emisiones (N2O),IPPU,2020,mil toneladas,0.0998
Totales de las emisiones,Perú,Emisiones (CO2),IPPU,2020,mil toneladas,5080.0
Totales de las emisiones,Perú,Emisiones (CH4),Desechos,2020,mil toneladas,361.0
Totales de las emisiones,Perú,Emisiones (N2O),Desechos,2020,mil toneladas,1.68
Totales de las emisiones,Perú,Emisiones (CO2),Desechos,2020,mil toneladas,9.27
Totales de las emisiones,Perú,Emisiones (N2O),Otro,2020,mil toneladas,1.73
Totales de las emisiones,Suriname,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,0.0653
Totales de las emisiones,Suriname,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,17.243
Totales de las emisiones,Suriname,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,0.0971
Totales de las emisiones,Suriname,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0025
Totales de las emisiones,Suriname,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,2.2031
Totales de las emisiones,Suriname,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,0.2413
Totales de las emisiones,Suriname,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.0224
Totales de las emisiones,Suriname,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,0.1037
Totales de las emisiones,Suriname,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.048
Totales de las emisiones,Suriname,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,0.1362
Totales de las emisiones,Suriname,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,645.1611
Totales de las emisiones,Suriname,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.1052
Totales de las emisiones,Suriname,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.033
Totales de las emisiones,Suriname,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.0945
Totales de las emisiones,Suriname,Emisiones (CO2),On-farm energy use,2020,mil toneladas,302.6567
Totales de las emisiones,Suriname,Emisiones (CO2),Tierras forestales,2020,mil toneladas,0.0
Totales de las emisiones,Suriname,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,8572.7871
Totales de las emisiones,Suriname,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.1613
Totales de las emisiones,Suriname,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0147
Totales de las emisiones,Suriname,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Suriname,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Suriname,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.1383
Totales de las emisiones,Suriname,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0126
Totales de las emisiones,Suriname,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.1383
Totales de las emisiones,Suriname,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0126
Totales de las emisiones,Suriname,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,2.9094
Totales de las emisiones,Suriname,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.0117
Totales de las emisiones,Suriname,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.0191
Totales de las emisiones,Suriname,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Suriname,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Suriname,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,11.0
Totales de las emisiones,Suriname,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0003
Totales de las emisiones,Suriname,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0001
Totales de las emisiones,Suriname,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,7.6767
Totales de las emisiones,Suriname,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.0002
Totales de las emisiones,Suriname,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0001
Totales de las emisiones,Suriname,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,7.3219
Totales de las emisiones,Suriname,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0014
Totales de las emisiones,Suriname,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0002
Totales de las emisiones,Suriname,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,23.383
Totales de las emisiones,Suriname,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0059
Totales de las emisiones,Suriname,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0007
Totales de las emisiones,Suriname,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,117.3553
Totales de las emisiones,Suriname,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0013
Totales de las emisiones,Suriname,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0013
Totales de las emisiones,Suriname,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,25.0037
Totales de las emisiones,Suriname,Emisiones (CH4),Energía,2020,mil toneladas,6.0
Totales de las emisiones,Suriname,Emisiones (N2O),Energía,2020,mil toneladas,0.13
Totales de las emisiones,Suriname,Emisiones (CO2),Energía,2020,mil toneladas,2660.0
Totales de las emisiones,Suriname,Emisiones (N2O),IPPU,2020,mil toneladas,0.0017
Totales de las emisiones,Suriname,Emisiones (CO2),IPPU,2020,mil toneladas,55.6
Totales de las emisiones,Suriname,Emisiones (CH4),Desechos,2020,mil toneladas,10.5
Totales de las emisiones,Suriname,Emisiones (N2O),Desechos,2020,mil toneladas,0.0233
Totales de las emisiones,Suriname,Emisiones (CO2),Desechos,2020,mil toneladas,0.209
Totales de las emisiones,Suriname,Emisiones (N2O),Otro,2020,mil toneladas,0.131
Totales de las emisiones,Uruguay,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,1.2583
Totales de las emisiones,Uruguay,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,39.284
Totales de las emisiones,Uruguay,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,0.7915
Totales de las emisiones,Uruguay,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0205
Totales de las emisiones,Uruguay,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,677.8434
Totales de las emisiones,Uruguay,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,13.8042
Totales de las emisiones,Uruguay,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.1991
Totales de las emisiones,Uruguay,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,18.8229
Totales de las emisiones,Uruguay,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.9306
Totales de las emisiones,Uruguay,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,4.2488
Totales de las emisiones,Uruguay,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,191.8686
Totales de las emisiones,Uruguay,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.0917
Totales de las emisiones,Uruguay,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.0342
Totales de las emisiones,Uruguay,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.1614
Totales de las emisiones,Uruguay,Emisiones (CO2),On-farm energy use,2020,mil toneladas,445.1285
Totales de las emisiones,Uruguay,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-1905.2
Totales de las emisiones,Uruguay,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.2731
Totales de las emisiones,Uruguay,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0249
Totales de las emisiones,Uruguay,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.0522
Totales de las emisiones,Uruguay,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0048
Totales de las emisiones,Uruguay,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,36.5417
Totales de las emisiones,Uruguay,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.1135
Totales de las emisiones,Uruguay,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.2885
Totales de las emisiones,Uruguay,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,9.7268
Totales de las emisiones,Uruguay,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Uruguay,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,311.0
Totales de las emisiones,Uruguay,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0021
Totales de las emisiones,Uruguay,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0003
Totales de las emisiones,Uruguay,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,3.5194
Totales de las emisiones,Uruguay,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0114
Totales de las emisiones,Uruguay,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0019
Totales de las emisiones,Uruguay,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,132.4281
Totales de las emisiones,Uruguay,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.0102
Totales de las emisiones,Uruguay,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0018
Totales de las emisiones,Uruguay,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,158.6538
Totales de las emisiones,Uruguay,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0044
Totales de las emisiones,Uruguay,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0007
Totales de las emisiones,Uruguay,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,21.6369
Totales de las emisiones,Uruguay,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0222
Totales de las emisiones,Uruguay,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0009
Totales de las emisiones,Uruguay,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,243.6673
Totales de las emisiones,Uruguay,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0816
Totales de las emisiones,Uruguay,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0339
Totales de las emisiones,Uruguay,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,411.0743
Totales de las emisiones,Uruguay,Emisiones (CH4),Energía,2020,mil toneladas,10.3
Totales de las emisiones,Uruguay,Emisiones (N2O),Energía,2020,mil toneladas,0.72
Totales de las emisiones,Uruguay,Emisiones (CO2),Energía,2020,mil toneladas,7680.0
Totales de las emisiones,Uruguay,Emisiones (CH4),IPPU,2020,mil toneladas,0.0002
Totales de las emisiones,Uruguay,Emisiones (N2O),IPPU,2020,mil toneladas,0.0105
Totales de las emisiones,Uruguay,Emisiones (CO2),IPPU,2020,mil toneladas,339.0
Totales de las emisiones,Uruguay,Emisiones (CH4),Desechos,2020,mil toneladas,230.0
Totales de las emisiones,Uruguay,Emisiones (N2O),Desechos,2020,mil toneladas,0.186
Totales de las emisiones,Uruguay,Emisiones (CO2),Desechos,2020,mil toneladas,1.36
Totales de las emisiones,Uruguay,Emisiones (N2O),Otro,2020,mil toneladas,0.485
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,0.4172
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,30.8367
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,1.4718
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0382
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Fermentación entérica,2020,mil toneladas,972.5815
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,28.8583
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,1.252
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,25.4997
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,3.4072
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,2.9629
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,1632.041
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.2641
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.049
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.0828
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),On-farm energy use,2020,mil toneladas,497.723
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Tierras forestales,2020,mil toneladas,957.7691
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,39891.3821
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Incendios de sabana,2020,mil toneladas,58.8577
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Incendios de sabana,2020,mil toneladas,5.374
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Incendios forestales,2020,mil toneladas,17.0129
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Incendios forestales,2020,mil toneladas,1.5534
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,11.5015
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,1.0501
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,37.22
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.4962
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,4969.9691
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,88.0
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0027
Totales de las emisiones,Venezuela (República Bolivariana de),Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0007
