Ambito,Area,Elemento,Producto,Año,Unidad,Valor
Totales de las emisiones,Eritrea,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0021
Totales de las emisiones,Eritrea,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,115.885
Totales de las emisiones,Eritrea,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,4.0014
Totales de las emisiones,Eritrea,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.054
Totales de las emisiones,Eritrea,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,5.0613
Totales de las emisiones,Eritrea,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.137
Totales de las emisiones,Eritrea,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,0.0727
Totales de las emisiones,Eritrea,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,8.3403
Totales de las emisiones,Eritrea,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.0013
Totales de las emisiones,Eritrea,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.0024
Totales de las emisiones,Eritrea,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.0061
Totales de las emisiones,Eritrea,Emisiones (CO2),On-farm energy use,2020,mil toneladas,17.8526
Totales de las emisiones,Eritrea,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-214.8526
Totales de las emisiones,Eritrea,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,656.3847
Totales de las emisiones,Eritrea,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.4696
Totales de las emisiones,Eritrea,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0429
Totales de las emisiones,Eritrea,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eritrea,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,1.0
Totales de las emisiones,Eritrea,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0004
Totales de las emisiones,Eritrea,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0001
Totales de las emisiones,Eritrea,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,12.5946
Totales de las emisiones,Eritrea,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0037
Totales de las emisiones,Eritrea,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0002
Totales de las emisiones,Eritrea,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,12.7951
Totales de las emisiones,Eritrea,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0007
Totales de las emisiones,Eritrea,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0001
Totales de las emisiones,Eritrea,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,17.8498
Totales de las emisiones,Eritrea,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0022
Totales de las emisiones,Eritrea,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0014
Totales de las emisiones,Eritrea,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,23.499
Totales de las emisiones,Eritrea,Emisiones (CH4),Energía,2020,mil toneladas,23.6
Totales de las emisiones,Eritrea,Emisiones (N2O),Energía,2020,mil toneladas,0.154
Totales de las emisiones,Eritrea,Emisiones (CO2),Energía,2020,mil toneladas,563.0
Totales de las emisiones,Eritrea,Emisiones (N2O),IPPU,2020,mil toneladas,0.0001
Totales de las emisiones,Eritrea,Emisiones (CO2),IPPU,2020,mil toneladas,113.0
Totales de las emisiones,Eritrea,Emisiones (CH4),Desechos,2020,mil toneladas,35.0
Totales de las emisiones,Eritrea,Emisiones (N2O),Desechos,2020,mil toneladas,0.18
Totales de las emisiones,Eritrea,Emisiones (N2O),Otro,2020,mil toneladas,0.124
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,0.9719
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,0.935
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0242
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,34.1198
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,6.3238
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.3517
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,0.2782
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.5612
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,2.6584
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,64.7556
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.0458
Totales de las emisiones,Eslovaquia,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.039
Totales de las emisiones,Eslovaquia,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.0694
Totales de las emisiones,Eslovaquia,Emisiones (CO2),On-farm energy use,2020,mil toneladas,257.3439
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-1097.3057
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,32.2589
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.2179
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,25.7549
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,0.0119
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,32.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),On-farm Heat Use,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),On-farm Heat Use,2020,mil toneladas,0.0
Totales de las emisiones,Eslovaquia,Emisiones (CO2),On-farm Heat Use,2020,mil toneladas,1.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0011
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0005
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,42.6422
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0087
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0016
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,325.5908
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.1543
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0023
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,450.6944
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0105
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0022
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,261.0115
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0753
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0027
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,719.0858
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0649
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0357
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,536.8296
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Energía,2020,mil toneladas,63.5
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Energía,2020,mil toneladas,0.843
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Energía,2020,mil toneladas,27500.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),IPPU,2020,mil toneladas,0.378
Totales de las emisiones,Eslovaquia,Emisiones (N2O),IPPU,2020,mil toneladas,3.8
Totales de las emisiones,Eslovaquia,Emisiones (CO2),IPPU,2020,mil toneladas,3320.0
Totales de las emisiones,Eslovaquia,Emisiones (CH4),Desechos,2020,mil toneladas,122.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Desechos,2020,mil toneladas,0.282
Totales de las emisiones,Eslovaquia,Emisiones (CO2),Desechos,2020,mil toneladas,22.0
Totales de las emisiones,Eslovaquia,Emisiones (N2O),Otro,2020,mil toneladas,0.294
Totales de las emisiones,Eslovenia,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,0.1353
Totales de las emisiones,Eslovenia,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,0.137
Totales de las emisiones,Eslovenia,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0036
Totales de las emisiones,Eslovenia,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,35.36
Totales de las emisiones,Eslovenia,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,6.2916
Totales de las emisiones,Eslovenia,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,0.2989
Totales de las emisiones,Eslovenia,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,0.3776
Totales de las emisiones,Eslovenia,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,0.4435
Totales de las emisiones,Eslovenia,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,0.5828
Totales de las emisiones,Eslovenia,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,165.6156
Totales de las emisiones,Eslovenia,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.1085
Totales de las emisiones,Eslovenia,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.0279
Totales de las emisiones,Eslovenia,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.0787
Totales de las emisiones,Eslovenia,Emisiones (CO2),On-farm energy use,2020,mil toneladas,217.1736
Totales de las emisiones,Eslovenia,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-965.2655
Totales de las emisiones,Eslovenia,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,1162.213
Totales de las emisiones,Eslovenia,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,12.8793
Totales de las emisiones,Eslovenia,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,0.123
Totales de las emisiones,Eslovenia,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,19.4003
Totales de las emisiones,Eslovenia,Emisiones (N2O),Fabricación de fertilizantes,2020,mil toneladas,0.0003
Totales de las emisiones,Eslovenia,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,1.0764
Totales de las emisiones,Eslovenia,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Eslovenia,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,15.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0001
Totales de las emisiones,Eslovenia,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0001
Totales de las emisiones,Eslovenia,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,4.1555
Totales de las emisiones,Eslovenia,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0035
Totales de las emisiones,Eslovenia,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0015
Totales de las emisiones,Eslovenia,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,180.7358
Totales de las emisiones,Eslovenia,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.0102
Totales de las emisiones,Eslovenia,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0019
Totales de las emisiones,Eslovenia,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,230.1151
Totales de las emisiones,Eslovenia,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.0034
Totales de las emisiones,Eslovenia,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0018
Totales de las emisiones,Eslovenia,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,145.7609
Totales de las emisiones,Eslovenia,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.0056
Totales de las emisiones,Eslovenia,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0027
Totales de las emisiones,Eslovenia,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,207.2692
Totales de las emisiones,Eslovenia,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.0437
Totales de las emisiones,Eslovenia,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0241
Totales de las emisiones,Eslovenia,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,357.9274
Totales de las emisiones,Eslovenia,Emisiones (CH4),Energía,2020,mil toneladas,58.0
Totales de las emisiones,Eslovenia,Emisiones (N2O),Energía,2020,mil toneladas,0.425
Totales de las emisiones,Eslovenia,Emisiones (CO2),Energía,2020,mil toneladas,10900.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),IPPU,2020,mil toneladas,0.195
Totales de las emisiones,Eslovenia,Emisiones (N2O),IPPU,2020,mil toneladas,0.456
Totales de las emisiones,Eslovenia,Emisiones (CO2),IPPU,2020,mil toneladas,1240.0
Totales de las emisiones,Eslovenia,Emisiones (CH4),Desechos,2020,mil toneladas,17.1
Totales de las emisiones,Eslovenia,Emisiones (N2O),Desechos,2020,mil toneladas,0.166
Totales de las emisiones,Eslovenia,Emisiones (CO2),Desechos,2020,mil toneladas,8.59
Totales de las emisiones,Eslovenia,Emisiones (N2O),Otro,2020,mil toneladas,0.133
Totales de las emisiones,España,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,5.843
Totales de las emisiones,España,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,51.4382
Totales de las emisiones,España,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,3.1476
Totales de las emisiones,España,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,0.0816
Totales de las emisiones,España,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,617.2183
Totales de las emisiones,España,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,331.4752
Totales de las emisiones,España,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,6.9689
Totales de las emisiones,España,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,10.0253
Totales de las emisiones,España,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,12.3355
Totales de las emisiones,España,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,22.0561
Totales de las emisiones,España,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,428.4586
Totales de las emisiones,España,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,0.2735
Totales de las emisiones,España,Emisiones (CH4),On-farm energy use,2020,mil toneladas,0.1127
Totales de las emisiones,España,Emisiones (N2O),On-farm energy use,2020,mil toneladas,0.3976
Totales de las emisiones,España,Emisiones (CO2),On-farm energy use,2020,mil toneladas,1652.948
Totales de las emisiones,España,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-15139.749
Totales de las emisiones,España,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,807.8143
Totales de las emisiones,España,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,0.4353
Totales de las emisiones,España,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,0.0397
Totales de las emisiones,España,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (CH4),Incendios forestales,2020,mil toneladas,0.117
Totales de las emisiones,España,Emisiones (N2O),Incendios forestales,2020,mil toneladas,0.0107
Totales de las emisiones,España,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,426.9576
Totales de las emisiones,España,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,2.975
Totales de las emisiones,España,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,289.5813
Totales de las emisiones,España,Emisiones (N2O),Fabricación de fertilizantes,2020,mil toneladas,0.6689
Totales de las emisiones,España,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,3073.245
Totales de las emisiones,España,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,España,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,646.0
Totales de las emisiones,España,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.0368
Totales de las emisiones,España,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.0078
Totales de las emisiones,España,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,680.8182
Totales de las emisiones,España,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.2277
Totales de las emisiones,España,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.0341
Totales de las emisiones,España,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,5233.1592
Totales de las emisiones,España,Emisiones (CH4),Envasado alimentario,2020,mil toneladas,0.109
Totales de las emisiones,España,Emisiones (N2O),Envasado alimentario,2020,mil toneladas,0.0103
Totales de las emisiones,España,Emisiones (CO2),Envasado alimentario,2020,mil toneladas,1966.7707
Totales de las emisiones,España,Emisiones (CH4),Venta de alimentos,2020,mil toneladas,0.1052
Totales de las emisiones,España,Emisiones (N2O),Venta de alimentos,2020,mil toneladas,0.0209
Totales de las emisiones,España,Emisiones (CO2),Venta de alimentos,2020,mil toneladas,2385.1017
Totales de las emisiones,España,Emisiones (CH4),Consumo de alimentos en los hogares,2020,mil toneladas,0.2228
Totales de las emisiones,España,Emisiones (N2O),Consumo de alimentos en los hogares,2020,mil toneladas,0.0189
Totales de las emisiones,España,Emisiones (CO2),Consumo de alimentos en los hogares,2020,mil toneladas,2684.1946
Totales de las emisiones,España,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,0.6762
Totales de las emisiones,España,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.3587
Totales de las emisiones,España,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,5611.5351
Totales de las emisiones,España,Emisiones (CH4),Energía,2020,mil toneladas,94.7
Totales de las emisiones,España,Emisiones (N2O),Energía,2020,mil toneladas,6.21
Totales de las emisiones,España,Emisiones (CO2),Energía,2020,mil toneladas,195000.0
Totales de las emisiones,España,Emisiones (CH4),IPPU,2020,mil toneladas,0.98
Totales de las emisiones,España,Emisiones (N2O),IPPU,2020,mil toneladas,6.52
Totales de las emisiones,España,Emisiones (CO2),IPPU,2020,mil toneladas,17500.0
Totales de las emisiones,España,Emisiones (CH4),Desechos,2020,mil toneladas,614.0
Totales de las emisiones,España,Emisiones (N2O),Desechos,2020,mil toneladas,5.9
Totales de las emisiones,España,Emisiones (CO2),Desechos,2020,mil toneladas,3520.0
Totales de las emisiones,España,Emisiones (N2O),Otro,2020,mil toneladas,2.45
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Residuos agrícolas,2020,mil toneladas,98.6854
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Cultivo del arroz,2020,mil toneladas,423.0835
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Quemado de residuos agrícolas,2020,mil toneladas,108.6371
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Quemado de residuos agrícolas,2020,mil toneladas,2.8165
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Fermentación entérica,2020,mil toneladas,6032.6004
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Gestión del estiércol,2020,mil toneladas,1499.7605
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Gestión del estiércol,2020,mil toneladas,48.1946
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Estiércol depositado en las pasturas,2020,mil toneladas,129.7192
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Estiércol aplicado a los suelos,2020,mil toneladas,55.0689
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Fertilizantes sintéticos,2020,mil toneladas,241.9719
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Suelos orgánicos drenados (CO2),2020,mil toneladas,50220.7454
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Suelos orgánicos drenados (N2O),2020,mil toneladas,22.1296
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),On-farm energy use,2020,mil toneladas,10.5084
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),On-farm energy use,2020,mil toneladas,9.9223
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),On-farm energy use,2020,mil toneladas,37879.0867
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Tierras forestales,2020,mil toneladas,-331408.0367
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Conversión neta de bosques,2020,mil toneladas,59727.2867
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Incendios de sabana,2020,mil toneladas,38.9174
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Incendios de sabana,2020,mil toneladas,3.5533
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Incendios en suelos de turba,2020,mil toneladas,0.0
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Incendios forestales,2020,mil toneladas,103.5584
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Incendios forestales,2020,mil toneladas,9.4553
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0053
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Incendios en los bosques tropicales húmedos,2020,mil toneladas,0.0005
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,1561.2911
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,16.8615
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Eliminación de desechos de sistemas agroalimentarios,2020,mil toneladas,1945.5553
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Fabricación de fertilizantes,2020,mil toneladas,31.2267
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Fabricación de fertilizantes,2020,mil toneladas,27547.3291
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Fabricación de pesticidas,2020,mil toneladas,0.0
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Fabricación de pesticidas,2020,mil toneladas,10849.0
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Uso de electricidad en agrícola,2020,mil toneladas,0.5249
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Uso de electricidad en agrícola,2020,mil toneladas,0.3605
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Uso de electricidad en agrícola,2020,mil toneladas,28101.4033
Totales de las emisiones,Estados Unidos de América,Emisiones (CH4),Transformación de alimentos,2020,mil toneladas,9.8218
Totales de las emisiones,Estados Unidos de América,Emisiones (N2O),Transformación de alimentos,2020,mil toneladas,0.583
Totales de las emisiones,Estados Unidos de América,Emisiones (CO2),Transformación de alimentos,2020,mil toneladas,85406.1367
